selfEmployed,employerTech,healthCoverage,mentalHealthCoverage,formal,age,gender,country
0,1,No,N/A,No,43,F,United States of America
0,1,Yes,Yes,No,30,Female ,United States of America
0,0,Yes,No,No,33,Female,United States of America
1,,,,,27,Female,United States of America
0,1,I don't know,No,Yes,26,female,United States of America
0,0,I don't know,Yes,Yes,47,m,Ireland
0,1,I don't know,I am not sure,No,30,Male,United States of America
0,1,I don't know,No,No,39,Male,United States of America
0,1,I don't know,I am not sure,No,36,male,United States of America
0,1,No,No,No,34,male,United Kingdom
0,1,Yes,No,No,25,female,United States of America
0,0,I don't know,No,Yes,28,Male,Finland
0,1,Yes,Yes,I don't know,38,Male,United States of America
0,1,Yes,No,No,39,Male,United States of America
0,0,I don't know,I am not sure,No,32,Male,United States of America
0,0,I don't know,I am not sure,No,27,female,United States of America
0,1,Yes,Yes,I don't know,31,female,United States of America
0,1,I don't know,No,No,30,female,United Kingdom
1,,,,,34,m,United Kingdom
0,1,I don't know,No,No,26,Male,United States of America
0,1,Yes,I am not sure,I don't know,27,Female,United Kingdom
0,1,I don't know,No,No,29,Male,United States of America
1,,,,,37,Female,Canada
1,,,,,49,F,United States of America
0,0,I don't know,No,Yes,39,Male,United States of America
1,,,,,42,m,China
0,1,Yes,Yes,No,28,Male,United States of America
1,,,,,33,Male,United States of America
1,,,,,30,female,United Kingdom
0,1,Yes,Yes,No,70,Male,United States of America
0,1,No,N/A,No,25,Male,Germany
0,1,I don't know,I am not sure,I don't know,45,Male,United Kingdom
0,0,Yes,Yes,I don't know,63,F,United States of America
0,1,Yes,Yes,Yes,40,male,United States of America
0,1,Yes,Yes,No,39,male,United States of America
0,1,Yes,No,No,31,Cis-woman,United States of America
0,1,No,N/A,No,34,male,United States of America
1,,,,,44,Male,United Kingdom
0,1,Not eligible for coverage / N/A,No,Yes,45,m,Ireland
0,0,Yes,Yes,No,43,Male,United States of America
0,1,Yes,Yes,No,29,male,United States of America
0,1,Yes,Yes,No,27,Genderqueer,United States of America
0,1,Yes,Yes,I don't know,37,Male,United States of America
0,1,Yes,Yes,No,41,non-binary,United States of America
0,1,Yes,Yes,No,30,woman,United States of America
0,1,Yes,I am not sure,No,28,male,United States of America
0,1,I don't know,I am not sure,No,28,Male,United States of America
1,,,,,39,Male,Switzerland
0,1,Not eligible for coverage / N/A,N/A,No,22,male,United Kingdom
0,1,Yes,No,No,31,M,United States of America
0,1,No,N/A,No,29,Male,United Kingdom
0,1,No,No,No,33,male,Israel
0,1,I don't know,No,No,37,male,Germany
0,1,I don't know,I am not sure,No,42,Male,United States of America
0,1,I don't know,No,No,31,male,United Kingdom
1,,,,,34,male,United States of America
1,,,,,49,F,United States of America
0,1,Yes,Yes,Yes,29,male,Canada
0,1,Yes,Yes,No,40,cisdude,United States of America
0,1,I don't know,No,No,46,Female,Netherlands
1,,,,,31,female,United States of America
0,0,Yes,No,Yes,43,Male,Denmark
1,,,,,45,male,Germany
0,1,No,No,No,32,M,United Kingdom
1,,,,,38,male,United States of America
0,1,Yes,Yes,No,40,Male,Netherlands
0,0,No,I am not sure,No,38,Male,Germany
0,1,No,N/A,No,32,Male,United Kingdom
0,0,I don't know,I am not sure,No,37,male,Mexico
1,,,,,24,male,Sweden
1,,,,,25,Female,United States of America
0,1,No,No,No,24,Male,United States of America
0,0,I don't know,I am not sure,No,34,Female,United States of America
1,,,,,55,male,United States of America
0,0,Yes,Yes,No,32,Male ,United States of America
0,1,No,N/A,No,29,male,Romania
0,1,Not eligible for coverage / N/A,No,I don't know,20,Male,United States of America
0,0,Yes,Yes,Yes,41,male,United States of America
0,1,Yes,Yes,Yes,33,female,United States of America
0,1,I don't know,No,No,25,male,United States of America
1,,,,,29,male,United Kingdom
0,1,Yes,I am not sure,Yes,24,Genderflux demi-girl,United States of America
0,1,I don't know,I am not sure,No,39,Male,United States of America
0,0,Yes,Yes,Yes,39,Male,United Kingdom
1,,,,,44,Man,United Kingdom
1,,,,,30,female,Netherlands
0,1,No,I am not sure,No,31,male,Denmark
0,1,Not eligible for coverage / N/A,N/A,Yes,37,Male,United Kingdom
0,1,Not eligible for coverage / N/A,N/A,No,42,Male,United Kingdom
1,,,,,35,Male,Canada
0,0,I don't know,I am not sure,No,30,M,United States of America
0,1,Yes,No,No,30,male,Canada
0,1,Yes,No,No,33,Male,United States of America
0,0,Not eligible for coverage / N/A,I am not sure,I don't know,31,Male,United States of America
0,0,Yes,Yes,No,39,Female,United States of America
0,0,No,No,No,27,m,Germany
1,,,,,34,male,United Kingdom
0,1,No,N/A,No,31,Male,United States of America
0,1,Yes,Yes,No,30,Female,United States of America
0,1,Yes,No,Yes,34,male,United States of America
0,1,Not eligible for coverage / N/A,N/A,No,20,female-bodied; no feelings about gender,Canada
1,,,,,39,Male,United States of America
0,1,I don't know,No,No,50,female,United States of America
0,0,No,No,No,22,Male,United States of America
0,1,Yes,Yes,No,41,Male,Spain
0,1,No,No,No,37,male,Germany
0,1,Yes,Yes,Yes,32,m,United States of America
1,,,,,26,M,Austria
0,1,Yes,No,Yes,38,M,Netherlands
1,,,,,21,Male,United Kingdom
0,1,Yes,I am not sure,No,27,Male,United States of America
0,0,No,I am not sure,No,37,f,United States of America
1,,,,,45,male,United Kingdom
1,,,,,26,Male,United States of America
0,0,I don't know,No,No,30,Female,United States of America
0,1,No,No,No,21,Male,United States of America
0,0,I don't know,I am not sure,No,21,male,United States of America
1,,,,,29,male,Germany
0,0,Yes,I am not sure,Yes,46,male,United States of America
0,1,Yes,Yes,Yes,28,cis man,United States of America
0,0,Yes,No,No,26,,United States of America
1,,,,,37,Female,United States of America
0,1,Yes,I am not sure,I don't know,44,Male,United States of America
1,,,,,45,F,United States of America
0,1,I don't know,I am not sure,I don't know,35,female,United States of America
0,1,Yes,Yes,Yes,39,Male,United States of America
0,0,I don't know,I am not sure,I don't know,37,Female,United States of America
0,0,No,No,No,35,Male,United States of America
0,1,Yes,Yes,No,29,Female,United States of America
1,,,,,49,f,United States of America
0,1,I don't know,No,I don't know,21,Male (cis),United States of America
0,1,Yes,Yes,No,26,Female,United States of America
0,1,Yes,I am not sure,Yes,35,male,Germany
0,0,Yes,Yes,Yes,56,M,United States of America
1,,,,,53,female,United States of America
1,,,,,48,f,United States of America
0,1,Not eligible for coverage / N/A,I am not sure,No,24,male,United Kingdom
0,1,No,I am not sure,No,37,Male,Ireland
0,0,No,Yes,No,27,female,United States of America
0,1,I don't know,No,No,39,female,United States of America
1,,,,,31,male,Finland
0,1,Yes,Yes,No,34,Male,United States of America
0,0,No,N/A,No,33,Male,United Kingdom
0,1,No,No,No,22,Male,United Kingdom
0,1,Not eligible for coverage / N/A,N/A,No,25,Female,United Kingdom
0,0,I don't know,No,No,34,Male,United Kingdom
0,1,Not eligible for coverage / N/A,N/A,No,30,male,United Kingdom
0,1,No,No,No,37,male,United Kingdom
0,1,No,No,No,26,Male,Chile
0,0,Yes,Yes,Yes,29,female,United States of America
0,1,No,No,I don't know,29,male,Chile
0,0,No,N/A,No,27,Male,United Kingdom
0,0,No,No,No,27,female,Chile
0,0,I don't know,No,Yes,23,Male,United States of America
0,1,I don't know,Yes,No,24,female,United States of America
1,,,,,22,male,Guatemala
0,0,No,No,No,28,Male,United Kingdom
0,0,I don't know,I am not sure,No,22,Male,United States of America
0,1,No,Yes,No,32,Male,United States of America
0,1,I don't know,No,No,35,female,United States of America
0,1,Yes,Yes,No,26,Male,United States of America
0,1,No,Yes,Yes,31,female,United Kingdom
1,,,,,32,male,United States of America
0,1,No,No,No,37,Male,Pakistan
0,0,No,No,No,24,Male,United Kingdom
0,1,Yes,Yes,Yes,33,Male,United States of America
0,1,Yes,Yes,No,28,Male,United States of America
0,1,I don't know,No,No,22,Female,United States of America
0,1,Not eligible for coverage / N/A,N/A,No,46,Male,Germany
0,1,Yes,Yes,No,30,Male,United States of America
0,1,I don't know,I am not sure,No,29,Male,United States of America
0,1,I don't know,No,No,22,Male,United States of America
1,,,,,24,Female,United States of America
1,,,,,29,Female,United States of America
0,0,Yes,Yes,No,30,male,United States of America
1,,,,,25,Male ,United States of America
0,0,Yes,I am not sure,I don't know,39,Male,United States of America
1,,,,,31,male,Serbia
1,,,,,25,Male,United States of America
0,0,Yes,I am not sure,Yes,39,Male,United States of America
0,1,Yes,Yes,No,31,F,United States of America
0,1,Yes,No,No,35,m,United States of America
1,,,,,31,AFAB,United States of America
0,1,No,I am not sure,No,23,male,United States of America
0,1,Yes,I am not sure,Yes,30,male,United States of America
0,1,Not eligible for coverage / N/A,No,No,28,male,France
0,1,Yes,No,No,23,Female,Ireland
0,1,Yes,Yes,No,26,Female ,United States of America
0,1,Yes,Yes,No,24,Female,United States of America
0,1,Yes,No,No,32,Male,United States of America
1,,,,,35,Male,United States of America
0,1,Not eligible for coverage / N/A,N/A,No,30,Male,Estonia
0,1,Yes,I am not sure,No,32,male,United States of America
0,0,Yes,Yes,No,35,Male,United States of America
0,1,I don't know,Yes,No,26,F,United States of America
0,0,Yes,I am not sure,Yes,30,Female,United States of America
0,1,Yes,No,No,29,male,United States of America
0,1,I don't know,I am not sure,Yes,39,male,Canada
0,0,I don't know,I am not sure,No,37,Male,United Kingdom
0,1,Yes,No,No,35,M,United States of America
0,1,Not eligible for coverage / N/A,Yes,No,25,Female,United States of America
0,0,Not eligible for coverage / N/A,N/A,Yes,22,Agender,United States of America
0,1,Yes,Yes,No,33,Male,United Kingdom
0,1,Yes,No,No,23,male ,United States of America
1,,,,,29,male,Brazil
0,1,Yes,Yes,No,28,Male,United States of America
0,1,Yes,Yes,No,30,Male,United States of America
0,1,Yes,Yes,No,28,Male,United States of America
0,1,Yes,Yes,Yes,28,female,United States of America
0,0,Yes,No,No,37,male,United States of America
0,1,No,Yes,Yes,30,Male,United States of America
0,1,No,I am not sure,Yes,27,Male,India
1,,,,,29,Male,Canada
0,1,I don't know,I am not sure,No,28,Male,Poland
0,1,No,No,No,26,Transgender woman,Ireland
0,1,I don't know,I am not sure,No,29,male,United States of America
1,,,,,34,m,Germany
0,1,Yes,Yes,Yes,36,Male,United Kingdom
0,1,I don't know,No,No,38,Male,Belgium
0,1,Yes,I am not sure,No,22,Female,United States of America
0,1,Not eligible for coverage / N/A,I am not sure,Yes,24,male,United States of America
0,0,Yes,Yes,No,24,female,United States of America
0,1,Yes,Yes,No,36,female,United States of America
0,0,Not eligible for coverage / N/A,I am not sure,No,24,Female,United States of America
0,1,No,No,No,24,Male,United States of America
0,1,No,N/A,No,31,Male,Netherlands
0,1,Yes,I am not sure,Yes,39,M,United Kingdom
0,1,Yes,Yes,Yes,41,male,United States of America
1,,,,,29,Male,United Kingdom
0,1,No,No,No,37,male,Estonia
0,1,I don't know,I am not sure,No,30,male,United States of America
0,1,Yes,I am not sure,Yes,24,Male,Canada
0,1,Not eligible for coverage / N/A,N/A,No,22,female,Canada
0,1,Yes,I am not sure,Yes,24,Male,Canada
0,1,I don't know,I am not sure,No,26,Female,Canada
0,1,Yes,No,No,38,female,United States of America
1,,,,,34,Female ,United States of America
1,,,,,56,MALE,Afghanistan
0,1,Yes,Yes,Yes,52,Male,United States of America
0,0,I don't know,I am not sure,No,30,Female,United States of America
0,1,Yes,No,No,25,non-binary,Canada
